,timestamp,type,player,payload.object_ids,payload.sequence,payload.amount,payload.unit_id,payload.unit,payload.building_id,payload.building,position.x,position.y,payload.target_id,payload.target_type,payload.order_id,payload.slot_id,payload.x,payload.y,payload.order,payload.technology_id,payload.technology,payload.stance_id,payload.stance,payload.x_end,payload.y_end,payload.formation_id,payload.formation,payload.resource_id,payload.resource,payload.command_id,payload.command
1236,0 days 00:10:17.799000,STANCE,2,"[2597, 2615]",617799,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1238,0 days 00:10:17.994000,MOVE,2,"[170196992, 171376640]",617994,,,,,,87.09375,87.84375,,,,,,,,,,,,,,,,,,,
1244,0 days 00:10:20.438000,ORDER,2,[171507711],620438,,,,,,29.5,65.5,2634.0,,,,,,,,,,,,,,,,,,
1247,0 days 00:10:21.244000,ORDER,2,[171507711],621244,,,,,,28.5,60.5,1997.0,,,,,,,,,,,,,,,,,,
1249,0 days 00:10:23.272000,ORDER,2,[164429823],623272,,,,,,36.5,49.5,2609.0,,,,,,,,,,,,,,,,,,
1250,0 days 00:10:23.883000,ORDER,2,[164429823],623883,,,,,,36.5,50.5,2610.0,,,,,,,,,,,,,,,,,,
1253,0 days 00:10:24.897000,ORDER,2,[164429823],624897,,,,,,29.5,36.5,684.0,,,,,,,,,,,,,,,,,,
1256,0 days 00:10:26.119000,STANCE,2,[2629],626119,,,,,,,,,,,,,,,,,1.0,Defensive,,,,,,,,
1258,0 days 00:10:26.327000,STANCE,2,[2629],626327,,,,,,,,,,,,,,,,,1.0,Defensive,,,,,,,,
1259,0 days 00:10:26.327000,MOVE,2,[172294144],626327,,,,,,9.635416984558105,29.76041603088379,,,,,,,,,,,,,,,,,,,
1263,0 days 00:10:27.549000,MOVE,2,[129171456],627549,,,,,,70.47916412353516,78.10416412353516,,,,,,,,,,,,,,,,,,,
1265,0 days 00:10:28.758000,MOVE,2,[129171456],628758,,,,,,69.48958587646484,85.07291412353516,,,,,,,,,,,,,,,,,,,
1268,0 days 00:10:31.202000,BUILD,2,"[2529, 2524, 2510, 2546, 2660, 2636]",631202,,,,50.0,Farm,19.5,52.5,,,,,,,,,,,,,,,,,,,
1270,0 days 00:10:32.619000,SPECIAL,2,"[646144, 642560, 651776, 680960, 674816]",632619,,,,,,,,1942.0,,5.0,0.0,-1.0,-1.0,Garrison,,,,,,,,,,,,
1273,0 days 00:10:33.230000,GATHER_POINT,2,[1942],633230,,,,,,20.5,44.5,1977.0,1051.0,,,,,,,,,,,,,,,,,
1275,0 days 00:10:33.438000,UNGARRISON,2,[1942],633438,,,,,,,,-1.0,,,,-1.0,-1.0,,,,,,,,,,,,,
1277,0 days 00:10:33.841000,DE_QUEUE,2,[1942],633841,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
1279,0 days 00:10:34.244000,MOVE,2,"[172163072, 174194688]",634244,,,,,,28.90625,52.94791793823242,,,,,,,,,,,,,,,,,,,
1280,0 days 00:10:34.244000,MOVE,2,"[172163072, 174194688]",634244,,,,,,79.109375,89.015625,,,,,,,,,,,,,,,,,,,
1281,0 days 00:10:35.466000,STANCE,2,"[2597, 2615, 1971]",635466,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1282,0 days 00:10:35.466000,STANCE,2,"[2597, 2615, 1971]",635466,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1283,0 days 00:10:35.674000,MOVE,2,"[170196992, 171376640, 129171456]",635674,,,,,,88.82291412353516,84.90625,,,,,,,,,,,,,,,,,,,
1285,0 days 00:10:35.869000,MOVE,2,[129171456],635869,,,,,,88.82291412353516,84.90625,,,,,,,,,,,,,,,,,,,
1291,0 days 00:10:39.730000,ORDER,2,[164954111],639730,,,,,,1.5,73.5,2595.0,,,,,,,,,,,,,,,,,,
1292,0 days 00:10:40.133000,ORDER,2,[164954111],640133,,,,,,0.5,72.5,2596.0,,,,,,,,,,,,,,,,,,
1294,0 days 00:10:41.147000,ORDER,2,[164954111],641147,,,,,,15.5,62.5,1059.0,,,,,,,,,,,,,,,,,,
1297,0 days 00:10:44.605000,MOVE,2,[172294144],644605,,,,,,8.916666984558105,28.95833396911621,,,,,,,,,,,,,,,,,,,
1302,0 days 00:10:46.022000,MOVE,2,[129171456],646022,,,,,,88.77083587646484,88.22916412353516,,,,,,,,,,,,,,,,,,,
1303,0 days 00:10:46.633000,MOVE,2,[129171456],646633,,,,,,83.34375,94.05208587646484,,,,,,,,,,,,,,,,,,,
1304,0 days 00:10:46.841000,STANCE,2,[1971],646841,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1305,0 days 00:10:47.244000,STANCE,2,"[2597, 2615]",647244,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1306,0 days 00:10:47.452000,MOVE,2,"[170196992, 171376640]",647452,,,,,,91.08333587646484,96.5,,,,,,,,,,,,,,,,,,,
1307,0 days 00:10:47.647000,MOVE,2,[129171456],647647,,,,,,91.89583587646484,98.02083587646484,,,,,,,,,,,,,,,,,,,
1318,0 days 00:10:50.494000,BUILD,2,[2636],650494,,,,50.0,Farm,17.5,45.5,,,,,,,,,,,,,,,,,,,
1320,0 days 00:10:51.508000,GATHER_POINT,2,[1942],651508,,,,,,17.5,54.5,1980.0,1051.0,,,,,,,,,,,,,,,,,
1322,0 days 00:10:54.563000,MOVE,2,[172294144],654563,,,,,,8.604166984558105,26.89583396911621,,,,,,,,,,,,,,,,,,,
1325,0 days 00:10:55.772000,MOVE,2,[129171456],655772,,,,,,100.55208587646484,94.13541412353516,,,,,,,,,,,,,,,,,,,
1326,0 days 00:10:56.188000,MOVE,2,[129171456],656188,,,,,,100.4375,94.39583587646484,,,,,,,,,,,,,,,,,,,
1330,0 days 00:10:59.230000,MOVE,2,"[154599424, 154468352, 172294144]",659230,,,,,,19.38541603088379,49.13541793823242,,,,,,,,,,,,,,,,,,,
1332,0 days 00:11:00.452000,MOVE,2,[172294144],660452,,,,,,9.760416984558105,28.09375,,,,,,,,,,,,,,,,,,,
1334,0 days 00:11:03.091000,MOVE,2,[129171456],663091,,,,,,105.89583587646484,87.60416412353516,,,,,,,,,,,,,,,,,,,
1336,0 days 00:11:03.494000,MOVE,2,[174784512],663494,,,,,,108.52083587646484,94.77083587646484,,,,,,,,,,,,,,,,,,,
1338,0 days 00:11:04.313000,DE_QUEUE,2,[1942],664313,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
1343,0 days 00:11:05.938000,BUILD,2,[2666],665938,,,,50.0,Farm,22.5,52.5,,,,,,,,,,,,,,,,,,,
1344,0 days 00:11:06.341000,GATHER_POINT,2,[1942],666341,,,,,,25.5,47.5,1979.0,1051.0,,,,,,,,,,,,,,,,,
1346,0 days 00:11:07.758000,MOVE,2,[128516096],667758,,,,,,27.75,35.625,,,,,,,,,,,,,,,,,,,
1347,0 days 00:11:08.369000,ORDER,2,"[154206207, 164036608, 174063616, 174653440, 175177728]",668369,,,,,,27.5,36.5,682.0,,,,,,,,,,,,,,,,,,
1355,0 days 00:11:11.827000,PATROL,2,[2629],671827,,,,,,12.770833015441895,28.5625,,,,,,,,,,,,,,,,,,,
1356,0 days 00:11:12.230000,STANCE,2,[2629],672230,,,,,,,,,,,,,,,,,1.0,Defensive,,,,,,,,
1358,0 days 00:11:13.049000,MOVE,2,[129171456],673049,,,,,,113.29166412353516,90.33333587646484,,,,,,,,,,,,,,,,,,,
1361,0 days 00:11:15.480000,ORDER,2,"[164560895, 165412864]",675480,,,,,,26.5,35.5,661.0,,,,,,,,,,,,,,,,,,
1371,0 days 00:11:19.549000,ORDER,2,"[128974847, 166002688]",679549,,,,,,25.5,35.5,660.0,,,,,,,,,,,,,,,,,,
1374,0 days 00:11:20.758000,PATROL,2,[2629],680758,,,,,,39.51041793823242,42.01041793823242,,,,,,,,,,,,,,,,,,,
1375,0 days 00:11:20.758000,STANCE,2,[2629],680758,,,,,,,,,,,,,,,,,0.0,Aggressive,,,,,,,,
1376,0 days 00:11:21.772000,MOVE,2,[129171456],681772,,,,,,119.5,84.0,,,,,,,,,,,,,,,,,,,
1388,0 days 00:11:27.674000,MOVE,2,"[172163072, 174194688]",687674,,,,,,119.5,74.0,,,,,,,,,,,,,,,,,,,
1390,0 days 00:11:28.883000,DE_QUEUE,2,[1942],688883,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
1391,0 days 00:11:30.105000,BUILD,2,[2666],690105,,,,50.0,Farm,23.5,49.5,,,,,,,,,,,,,,,,,,,
1392,0 days 00:11:30.508000,GATHER_POINT,2,[1942],690508,,,,,,22.5,52.5,2675.0,50.0,,,,,,,,,,,,,,,,,
1399,0 days 00:11:32.341000,ORDER,2,[176095231],692341,,,,,,23.5,49.5,2685.0,,,,,,,,,,,,,,,,,,
1400,0 days 00:11:33.563000,ORDER,2,[174784511],693563,,,,,,22.5,52.5,2675.0,,,,,,,,,,,,,,,,,,
1401,0 days 00:11:34.369000,MOVE,2,[129171456],694369,,,,,,112.02083587646484,67.39583587646484,,,,,,,,,,,,,,,,,,,
1405,0 days 00:11:35.383000,MOVE,2,[129171456],695383,,,,,,101.60416412353516,99.35416412353516,,,,,,,,,,,,,,,,,,,
1406,0 days 00:11:36.605000,STANCE,2,"[2615, 2597]",696605,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1407,0 days 00:11:36.813000,MOVE,2,"[171376640, 170196992]",696813,,,,,,82.36458587646484,86.44791412353516,,,,,,,,,,,,,,,,,,,
1408,0 days 00:11:37.008000,MOVE,2,[129171456],697008,,,,,,81.63541412353516,85.96875,,,,,,,,,,,,,,,,,,,
1417,0 days 00:11:41.883000,PATROL,2,[2629],701883,,,,,,3.4375,75.6875,,,,,,,,,,,,,,,,,,,
1418,0 days 00:11:42.091000,STANCE,2,[2629],702091,,,,,,,,,,,,,,,,,0.0,Aggressive,,,,,,,,
1422,0 days 00:11:43.716000,MOVE,2,"[172163072, 174194688]",703716,,,,,,105.1875,83.6875,,,,,,,,,,,,,,,,,,,
1423,0 days 00:11:43.924000,MOVE,2,"[172163072, 174194688]",703924,,,,,,104.47916412353516,85.72916412353516,,,,,,,,,,,,,,,,,,,
1424,0 days 00:11:44.327000,MOVE,2,"[172163072, 174194688]",704327,,,,,,98.3125,97.47916412353516,,,,,,,,,,,,,,,,,,,
1429,0 days 00:11:46.758000,BUILD,2,[2660],706758,,,,87.0,Archery Range,28.5,46.5,,,,,,,,,,,,,,,,,,,
1430,0 days 00:11:47.369000,GATHER_POINT,2,[1942],707369,,,,,,28.5,46.5,2689.0,87.0,,,,,,,,,,,,,,,,,
1431,0 days 00:11:47.772000,DE_QUEUE,2,[1942],707772,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
1434,0 days 00:11:49.605000,MOVE,2,[174784512],709605,,,,,,88.71875,97.67708587646484,,,,,,,,,,,,,,,,,,,
1435,0 days 00:11:49.813000,MOVE,2,[174784512],709813,,,,,,87.89583587646484,98.6875,,,,,,,,,,,,,,,,,,,
1439,0 days 00:11:51.438000,STANCE,2,[1971],711438,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1441,0 days 00:11:51.841000,DE_AUTOSCOUT,2,[1971],711841,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,0 days 00:11:52.855000,MOVE,2,"[171376640, 170196992]",712855,,,,,,72.88541412353516,71.67708587646484,,,,,,,,,,,,,,,,,,,
1447,0 days 00:11:56.508000,MOVE,2,[129171456],716508,,,,,,95.53125,89.15625,,,,,,,,,,,,,,,,,,,
1449,0 days 00:11:56.716000,MOVE,2,"[172163072, 174194688]",716716,,,,,,93.05208587646484,90.01041412353516,,,,,,,,,,,,,,,,,,,
1450,0 days 00:11:56.924000,MOVE,2,"[172163072, 174194688]",716924,,,,,,91.8125,90.35416412353516,,,,,,,,,,,,,,,,,,,
1453,0 days 00:11:58.133000,MOVE,2,"[172163072, 174194688]",718133,,,,,,87.0,119.5,,,,,,,,,,,,,,,,,,,
1455,0 days 00:11:59.355000,MOVE,2,[176685056],719355,,,,,,0.5,119.5,,,,,,,,,,,,,,,,,,,
1461,0 days 00:12:00.980000,MOVE,2,"[171376640, 170196992]",720980,,,,,,71.04166412353516,70.29166412353516,,,,,,,,,,,,,,,,,,,
1465,0 days 00:12:03.619000,PATROL,2,[2629],723619,,,,,,5.302083492279053,71.46875,,,,,,,,,,,,,,,,,,,
1467,0 days 00:12:04.230000,PATROL,2,[2629],724230,,,,,,2.9583332538604736,76.16666412353516,,,,,,,,,,,,,,,,,,,
1470,0 days 00:12:05.452000,MOVE,2,"[170196992, 171376640]",725452,,,,,,82.26041412353516,73.63541412353516,,,,,,,,,,,,,,,,,,,
1475,0 days 00:12:08.299000,BUILD,2,[2546],728299,,,,50.0,Farm,20.5,45.5,,,,,,,,,,,,,,,,,,,
1476,0 days 00:12:09.313000,DE_QUEUE,2,[1942],729313,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
1478,0 days 00:12:11.341000,GATHER_POINT,2,[1942],731341,,,,,,18.88541603088379,48.63541793823242,2357.0,1060.0,,,,,,,,,,,,,,,,,
1480,0 days 00:12:11.744000,MOVE,2,[154468352],731744,,,,,,18.58333396911621,48.16666793823242,,,,,,,,,,,,,,,,,,,
1484,0 days 00:12:13.577000,MOVE,2,[154599424],733577,,,,,,18.45833396911621,49.79166793823242,,,,,,,,,,,,,,,,,,,
1488,0 days 00:12:16.424000,MOVE,2,"[170196992, 171376640]",736424,,,,,,87.05208587646484,66.59375,,,,,,,,,,,,,,,,,,,
1489,0 days 00:12:16.619000,MOVE,2,"[170196992, 171376640]",736619,,,,,,87.58333587646484,65.5,,,,,,,,,,,,,,,,,,,
1490,0 days 00:12:18.647000,MOVE,2,[172294144],738647,,,,,,38.70833206176758,59.20833206176758,,,,,,,,,,,,,,,,,,,
1494,0 days 00:12:19.869000,MOVE,2,[172163072],739869,,,,,,27.80208396911621,67.38541412353516,,,,,,,,,,,,,,,,,,,
1498,0 days 00:12:21.897000,GATHER_POINT,2,[2579],741897,,,,,,38.07291793823242,39.15625,-1.0,-1.0,,,,,,,,,,,,,,,,,
1501,0 days 00:12:23.730000,MOVE,2,"[170196992, 171376640]",743730,,,,,,96.71875,56.46875,,,,,,,,,,,,,,,,,,,
1520,0 days 00:12:28.397000,BUILD,2,[2516],748397,,,,70.0,House,7.0,72.0,,,,,,,,,,,,,,,,,,,
1522,0 days 00:12:30.438000,MOVE,2,"[170196992, 171376640]",750438,,,,,,100.30208587646484,57.76041793823242,,,,,,,,,,,,,,,,,,,
1524,0 days 00:12:31.855000,GATHER_POINT,2,[2689],751855,,,,,,28.5,46.5,2689.0,87.0,,,,,,,,,,,,,,,,,
1525,0 days 00:12:32.063000,DE_QUEUE,2,[2689],752063,1.0,7.0,Skirmisher,,,,,,,,,,,,,,,,,,,,,,,
1527,0 days 00:12:32.258000,DE_QUEUE,2,[2689],752258,1.0,7.0,Skirmisher,,,,,,,,,,,,,,,,,,,,,,,
1528,0 days 00:12:32.869000,ORDER,2,"[174391295, 177340416]",752869,,,,,,25.5,47.5,1979.0,,,,,,,,,,,,,,,,,,
1530,0 days 00:12:34.091000,DE_QUEUE,2,[1942],754091,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
1536,0 days 00:12:36.730000,BUILD,2,[2636],756730,,,,50.0,Farm,14.5,45.5,,,,,,,,,,,,,,,,,,,
1537,0 days 00:12:37.133000,GATHER_POINT,2,[1942],757133,,,,,,17.5,45.5,2670.0,50.0,,,,,,,,,,,,,,,,,
1538,0 days 00:12:38.147000,GATHER_POINT,2,[2579],758147,,,,,,33.5,38.5,2579.0,12.0,,,,,,,,,,,,,,,,,
1539,0 days 00:12:38.147000,DE_QUEUE,2,[2579],758147,1.0,93.0,Spearman,,,,,,,,,,,,,,,,,,,,,,,
1542,0 days 00:12:39.174000,MOVE,2,"[170196992, 171376640]",759174,,,,,,92.625,47.75,,,,,,,,,,,,,,,,,,,
1544,0 days 00:12:39.980000,MOVE,2,"[170196992, 171376640]",759980,,,,,,106.47396087646484,58.56770706176758,,,,,,,,,,,,,,,,,,,
1548,0 days 00:12:41.813000,MOVE,2,[172163072],761813,,,,,,109.76041412353516,58.80208206176758,,,,,,,,,,,,,,,,,,,
1557,0 days 00:12:46.688000,PATROL,2,[2629],766688,,,,,,2.8333332538604736,77.125,,,,,,,,,,,,,,,,,,,
1558,0 days 00:12:46.883000,STANCE,2,[2629],766883,,,,,,,,,,,,,,,,,0.0,Aggressive,,,,,,,,
1563,0 days 00:12:48.716000,MOVE,2,[172163072],768716,,,,,,119.5,64.66666412353516,,,,,,,,,,,,,,,,,,,
1564,0 days 00:12:49.730000,MOVE,2,[172163072],769730,,,,,,111.52083587646484,60.02083206176758,,,,,,,,,,,,,,,,,,,
1565,0 days 00:12:50.744000,ORDER,2,[176750591],770744,,,,,,112.2955322265625,58.419673919677734,1965.0,,,,,,,,,,,,,,,,,,
1570,0 days 00:12:52.174000,MOVE,2,[170196992],772174,,,,,,111.29166412353516,59.91666793823242,,,,,,,,,,,,,,,,,,,
1571,0 days 00:12:52.174000,MOVE,2,[170196992],772174,,,,,,111.40625,59.98958206176758,,,,,,,,,,,,,,,,,,,
1573,0 days 00:12:52.369000,MOVE,2,[170196992],772369,,,,,,111.52083587646484,59.97916793823242,,,,,,,,,,,,,,,,,,,
1576,0 days 00:12:52.772000,STANCE,2,[2597],772772,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1583,0 days 00:12:54.813000,MOVE,2,[172163072],774813,,,,,,112.8125,59.9375,,,,,,,,,,,,,,,,,,,
1585,0 days 00:12:55.008000,MOVE,2,[172163072],775008,,,,,,112.21875,59.71875,,,,,,,,,,,,,,,,,,,
1586,0 days 00:12:55.216000,MOVE,2,[172163072],775216,,,,,,110.375,58.58333206176758,,,,,,,,,,,,,,,,,,,
1587,0 days 00:12:55.216000,MOVE,2,[172163072],775216,,,,,,109.57291412353516,57.69791793823242,,,,,,,,,,,,,,,,,,,
1588,0 days 00:12:55.424000,MOVE,2,[172163072],775424,,,,,,109.41666412353516,57.58333206176758,,,,,,,,,,,,,,,,,,,
1589,0 days 00:12:55.619000,MOVE,2,[172163072],775619,,,,,,109.30208587646484,57.05208206176758,,,,,,,,,,,,,,,,,,,
1590,0 days 00:12:55.827000,MOVE,2,[172163072],775827,,,,,,109.29166412353516,56.91666793823242,,,,,,,,,,,,,,,,,,,
1591,0 days 00:12:56.022000,MOVE,2,[172163072],776022,,,,,,109.54166412353516,56.33333206176758,,,,,,,,,,,,,,,,,,,
1592,0 days 00:12:56.438000,MOVE,2,[172163072],776438,,,,,,112.67708587646484,61.38541793823242,,,,,,,,,,,,,,,,,,,
1594,0 days 00:12:56.633000,MOVE,2,[174194688],776633,,,,,,112.94791412353516,61.07291793823242,,,,,,,,,,,,,,,,,,,
1595,0 days 00:12:56.633000,MOVE,2,[174194688],776633,,,,,,112.80208587646484,60.88541793823242,,,,,,,,,,,,,,,,,,,
1597,0 days 00:12:57.049000,STANCE,2,[2597],777049,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1598,0 days 00:12:57.452000,ORDER,2,[176750591],777452,,,,,,112.54100799560547,58.29785919189453,1965.0,,,,,,,,,,,,,,,,,,
1600,0 days 00:12:58.258000,MOVE,2,[170196992],778258,,,,,,112.91666412353516,60.125,,,,,,,,,,,,,,,,,,,
1602,0 days 00:12:58.466000,MOVE,2,[170196992],778466,,,,,,112.98958587646484,60.15625,,,,,,,,,,,,,,,,,,,
1603,0 days 00:12:58.674000,STANCE,2,[2597],778674,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1604,0 days 00:12:58.869000,ORDER,2,[176750591],778869,,,,,,112.5575942993164,59.16260528564453,1965.0,,,,,,,,,,,,,,,,,,
1605,0 days 00:12:59.077000,STANCE,2,[2597],779077,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1606,0 days 00:12:59.480000,MOVE,2,[170196992],779480,,,,,,110.10416412353516,60.85416793823242,,,,,,,,,,,,,,,,,,,
1607,0 days 00:12:59.688000,MOVE,2,[170196992],779688,,,,,,109.8125,60.64583206176758,,,,,,,,,,,,,,,,,,,
1608,0 days 00:12:59.883000,MOVE,2,[170196992],779883,,,,,,109.64583587646484,60.35416793823242,,,,,,,,,,,,,,,,,,,
1610,0 days 00:13:00.091000,MOVE,2,[128778240],780091,,,,,,109.58333587646484,60.16666793823242,,,,,,,,,,,,,,,,,,,
1613,0 days 00:13:00.494000,MOVE,2,[128778240],780494,,,,,,109.46875,59.59375,,,,,,,,,,,,,,,,,,,
1615,0 days 00:13:00.702000,MOVE,2,[128778240],780702,,,,,,109.625,59.20833206176758,,,,,,,,,,,,,,,,,,,
1617,0 days 00:13:00.897000,MOVE,2,[128778240],780897,,,,,,109.69791412353516,59.15625,,,,,,,,,,,,,,,,,,,
1620,0 days 00:13:01.313000,ORDER,2,[176750591],781313,,,,,,111.1963882446289,59.659828186035156,1965.0,,,,,,,,,,,,,,,,,,
1624,0 days 00:13:01.924000,MOVE,2,[170196992],781924,,,,,,108.47916412353516,60.22916793823242,,,,,,,,,,,,,,,,,,,
1626,0 days 00:13:02.119000,MOVE,2,[170196992],782119,,,,,,107.83333587646484,60.20833206176758,,,,,,,,,,,,,,,,,,,
1627,0 days 00:13:02.119000,MOVE,2,[170196992],782119,,,,,,106.77083587646484,59.97916793823242,,,,,,,,,,,,,,,,,,,
1629,0 days 00:13:02.327000,MOVE,2,[170196992],782327,,,,,,106.15625,60.53125,,,,,,,,,,,,,,,,,,,
1631,0 days 00:13:02.522000,MOVE,2,[170196992],782522,,,,,,106.16666412353516,62.125,,,,,,,,,,,,,,,,,,,
1632,0 days 00:13:02.730000,MOVE,2,[170196992],782730,,,,,,105.86458587646484,63.94791793823242,,,,,,,,,,,,,,,,,,,
1634,0 days 00:13:02.938000,MOVE,2,[170196992],782938,,,,,,105.27083587646484,64.1875,,,,,,,,,,,,,,,,,,,
1636,0 days 00:13:03.133000,MOVE,2,[170196992],783133,,,,,,104.09375,64.88541412353516,,,,,,,,,,,,,,,,,,,
1637,0 days 00:13:03.133000,MOVE,2,[170196992],783133,,,,,,103.67708587646484,65.13541412353516,,,,,,,,,,,,,,,,,,,
1639,0 days 00:13:03.341000,MOVE,2,[170196992],783341,,,,,,103.03125,64.90625,,,,,,,,,,,,,,,,,,,
1641,0 days 00:13:03.549000,MOVE,2,[170196992],783549,,,,,,102.63541412353516,64.88541412353516,,,,,,,,,,,,,,,,,,,
1642,0 days 00:13:03.744000,MOVE,2,[170196992],783744,,,,,,102.125,64.70833587646484,,,,,,,,,,,,,,,,,,,
1643,0 days 00:13:03.952000,MOVE,2,[170196992],783952,,,,,,101.67708587646484,64.26041412353516,,,,,,,,,,,,,,,,,,,
1644,0 days 00:13:04.147000,MOVE,2,[170196992],784147,,,,,,101.16666412353516,63.875,,,,,,,,,,,,,,,,,,,
1645,0 days 00:13:04.355000,DE_QUEUE,2,[1942],784355,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
1646,0 days 00:13:05.577000,MOVE,2,[170196992],785577,,,,,,108.60416412353516,62.02083206176758,,,,,,,,,,,,,,,,,,,
1647,0 days 00:13:05.772000,MOVE,2,[170196992],785772,,,,,,107.77083587646484,61.9375,,,,,,,,,,,,,,,,,,,
1648,0 days 00:13:05.980000,MOVE,2,[170196992],785980,,,,,,107.6875,61.89583206176758,,,,,,,,,,,,,,,,,,,
1650,0 days 00:13:06.188000,ORDER,2,[176750591],786188,,,,,,108.54215240478516,61.480472564697266,1965.0,,,,,,,,,,,,,,,,,,
1651,0 days 00:13:06.383000,MOVE,2,[174194688],786383,,,,,,107.42708587646484,61.38541793823242,,,,,,,,,,,,,,,,,,,
1652,0 days 00:13:06.591000,MOVE,2,[170196992],786591,,,,,,107.33333587646484,61.375,,,,,,,,,,,,,,,,,,,
1653,0 days 00:13:06.799000,MOVE,2,[170196992],786799,,,,,,107.26041412353516,61.17708206176758,,,,,,,,,,,,,,,,,,,
1654,0 days 00:13:06.799000,MOVE,2,[170196992],786799,,,,,,108.04166412353516,60.83333206176758,,,,,,,,,,,,,,,,,,,
1656,0 days 00:13:06.994000,ORDER,2,[128843775],786994,,,,,,108.11579895019531,61.480472564697266,1965.0,,,,,,,,,,,,,,,,,,
1660,0 days 00:13:07.605000,ORDER,2,[128843775],787605,,,,,,108.08091735839844,61.6364860534668,1965.0,,,,,,,,,,,,,,,,,,
1662,0 days 00:13:08.008000,MOVE,2,[170196992],788008,,,,,,105.53125,64.19791412353516,,,,,,,,,,,,,,,,,,,
1663,0 days 00:13:08.008000,MOVE,2,[170196992],788008,,,,,,105.27083587646484,64.47916412353516,,,,,,,,,,,,,,,,,,,
1665,0 days 00:13:08.216000,MOVE,2,[170196992],788216,,,,,,105.35416412353516,65.35416412353516,,,,,,,,,,,,,,,,,,,
1667,0 days 00:13:08.424000,MOVE,2,[170196992],788424,,,,,,105.67708587646484,66.38541412353516,,,,,,,,,,,,,,,,,,,
1669,0 days 00:13:08.619000,ORDER,2,[128843775],788619,,,,,,106.0,68.0,2669.0,,,,,,,,,,,,,,,,,,
1672,0 days 00:13:08.827000,ORDER,2,[128843775],788827,,,,,,106.0,68.0,2669.0,,,,,,,,,,,,,,,,,,
1673,0 days 00:13:09.022000,ORDER,2,[128843775],789022,,,,,,106.0,68.0,2669.0,,,,,,,,,,,,,,,,,,
1674,0 days 00:13:09.230000,ORDER,2,[128843775],789230,,,,,,106.0,68.0,2669.0,,,,,,,,,,,,,,,,,,
1675,0 days 00:13:09.438000,ORDER,2,[128843775],789438,,,,,,106.0,68.0,2669.0,,,,,,,,,,,,,,,,,,
1676,0 days 00:13:09.438000,ORDER,2,[128843775],789438,,,,,,106.0,68.0,2669.0,,,,,,,,,,,,,,,,,,
1678,0 days 00:13:09.633000,ORDER,2,[128843775],789633,,,,,,106.0,68.0,2669.0,,,,,,,,,,,,,,,,,,
1680,0 days 00:13:09.841000,MOVE,2,[170196992],789841,,,,,,106.94791412353516,64.73958587646484,,,,,,,,,,,,,,,,,,,
1682,0 days 00:13:10.049000,MOVE,2,[170196992],790049,,,,,,108.05208587646484,63.01041793823242,,,,,,,,,,,,,,,,,,,
1686,0 days 00:13:10.647000,ORDER,2,[128843775],790647,,,,,,107.55115509033203,63.18199920654297,1965.0,,,,,,,,,,,,,,,,,,
1688,0 days 00:13:11.063000,MOVE,2,[170196992],791063,,,,,,105.69791412353516,66.23958587646484,,,,,,,,,,,,,,,,,,,
1689,0 days 00:13:11.063000,ORDER,2,[170262527],791063,,,,,,106.0,68.0,2669.0,,,,,,,,,,,,,,,,,,
1691,0 days 00:13:11.258000,ORDER,2,[170262527],791258,,,,,,106.0,68.0,2669.0,,,,,,,,,,,,,,,,,,
1693,0 days 00:13:11.466000,ORDER,2,[170262527],791466,,,,,,106.0,68.0,2669.0,,,,,,,,,,,,,,,,,,
1695,0 days 00:13:11.674000,ORDER,2,[170262527],791674,,,,,,106.0,68.0,2669.0,,,,,,,,,,,,,,,,,,
1696,0 days 00:13:11.869000,ORDER,2,[170262527],791869,,,,,,106.0,68.0,2669.0,,,,,,,,,,,,,,,,,,
1697,0 days 00:13:12.077000,DE_QUEUE,2,[2689],792077,1.0,7.0,Skirmisher,,,,,,,,,,,,,,,,,,,,,,,
1700,0 days 00:13:13.299000,ORDER,2,[170262527],793299,,,,,,107.38375091552734,65.205078125,1965.0,,,,,,,,,,,,,,,,,,
1703,0 days 00:13:14.105000,ORDER,2,[170262527],794105,,,,,,106.0,68.0,2669.0,,,,,,,,,,,,,,,,,,
