,timestamp,type,player,payload.object_ids,payload.sequence,payload.amount,payload.unit_id,payload.unit,payload.building_id,payload.building,position.x,position.y,payload.target_id,payload.target_type,payload.order_id,payload.slot_id,payload.x,payload.y,payload.order,payload.technology_id,payload.technology,payload.stance_id,payload.stance,payload.x_end,payload.y_end,payload.formation_id,payload.formation,payload.resource_id,payload.resource,payload.command_id,payload.command
1308,0 days 00:10:47.855000,MOVE,1,[174784512],647855,,,,,,97.07291412353516,85.23958587646484,,,,,,,,,,,,,,,,,,,
1309,0 days 00:10:48.063000,MOVE,1,[174784512],648063,,,,,,100.44791412353516,85.07291412353516,,,,,,,,,,,,,,,,,,,
1310,0 days 00:10:48.258000,GATHER_POINT,1,[2577],648258,,,,,,100.61458587646484,85.15625,-1.0,-1.0,,,,,,,,,,,,,,,,,
1311,0 days 00:10:48.466000,GATHER_POINT,1,[2577],648466,,,,,,100.61458587646484,85.15625,-1.0,-1.0,,,,,,,,,,,,,,,,,
1312,0 days 00:10:48.674000,DE_QUEUE,1,[2577],648674,1.0,93.0,Spearman,,,,,,,,,,,,,,,,,,,,,,,
1313,0 days 00:10:49.272000,MOVE,1,"[172163072, 174194688]",649272,,,,,,31.55208396911621,44.30208206176758,,,,,,,,,,,,,,,,,,,
1314,0 days 00:10:49.480000,MOVE,1,"[172163072, 174194688]",649480,,,,,,23.17708396911621,35.63541793823242,,,,,,,,,,,,,,,,,,,
1315,0 days 00:10:49.688000,ORDER,1,[165085183],649688,,,,,,27.0,38.0,2568.0,,,,,,,,,,,,,,,,,,
1316,0 days 00:10:50.091000,MOVE,1,"[172163072, 174194688]",650091,,,,,,27.8125,42.60416793823242,,,,,,,,,,,,,,,,,,,
1317,0 days 00:10:50.299000,MOVE,1,"[172163072, 174194688]",650299,,,,,,28.40625,43.48958206176758,,,,,,,,,,,,,,,,,,,
1319,0 days 00:10:51.508000,MOVE,1,"[172163072, 174194688]",651508,,,,,,31.40625,47.48958206176758,,,,,,,,,,,,,,,,,,,
1321,0 days 00:10:51.924000,MOVE,1,"[172163072, 174194688]",651924,,,,,,31.40625,47.48958206176758,,,,,,,,,,,,,,,,,,,
1323,0 days 00:10:55.369000,DE_QUEUE,1,[1935],655369,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
1324,0 days 00:10:55.772000,GATHER_POINT,1,[1935],655772,,,,,,97.125,73.54166412353516,2347.0,1060.0,,,,,,,,,,,,,,,,,
1327,0 days 00:10:56.799000,MOVE,1,[129171456],656799,,,,,,33.14583206176758,45.0625,,,,,,,,,,,,,,,,,,,
1328,0 days 00:10:57.397000,MOVE,1,[129171456],657397,,,,,,33.60416793823242,46.97916793823242,,,,,,,,,,,,,,,,,,,
1329,0 days 00:10:58.827000,MOVE,1,[154140672],658827,,,,,,96.98958587646484,73.36458587646484,,,,,,,,,,,,,,,,,,,
1331,0 days 00:10:59.633000,MOVE,1,"[172163072, 174194688]",659633,,,,,,33.88541793823242,47.30208206176758,,,,,,,,,,,,,,,,,,,
1333,0 days 00:11:01.063000,MOVE,1,[172294144],661063,,,,,,32.54166793823242,65.45833587646484,,,,,,,,,,,,,,,,,,,
1335,0 days 00:11:03.494000,MOVE,1,[174784512],663494,,,,,,102.875,86.58333587646484,,,,,,,,,,,,,,,,,,,
1337,0 days 00:11:03.702000,GATHER_POINT,1,[2577],663702,,,,,,100.82291412353516,83.65625,-1.0,-1.0,,,,,,,,,,,,,,,,,
1339,0 days 00:11:04.508000,MOVE,1,"[172163072, 174194688]",664508,,,,,,37.21875,60.30208206176758,,,,,,,,,,,,,,,,,,,
1340,0 days 00:11:04.508000,MOVE,1,"[172163072, 174194688]",664508,,,,,,108.5,4.5,,,,,,,,,,,,,,,,,,,
1341,0 days 00:11:05.119000,MOVE,1,"[172163072, 174194688]",665119,,,,,,31.3125,71.5,,,,,,,,,,,,,,,,,,,
1342,0 days 00:11:05.327000,MOVE,1,"[172163072, 174194688]",665327,,,,,,31.39583396911621,71.52083587646484,,,,,,,,,,,,,,,,,,,
1345,0 days 00:11:07.758000,ORDER,1,"[154206207, 164036608, 174063616, 174653440, 175177728]",667758,,,,,,97.30706787109375,73.2054214477539,2352.0,,,,,,,,,,,,,,,,,,
1348,0 days 00:11:08.577000,FORMATION,1,"[2627, 2658]",668577,,,,,,,,,,,,,,,,,,,,,2.0,Line,,,,
1349,0 days 00:11:08.772000,MOVE,1,"[172163072, 174194688]",668772,,,,,,29.20572853088379,70.5234375,,,,,,,,,,,,,,,,,,,
1350,0 days 00:11:08.772000,FORMATION,1,"[2627, 2658]",668772,,,,,,,,,,,,,,,,,,,,,2.0,Line,,,,
1351,0 days 00:11:08.772000,MOVE,1,"[172163072, 174194688]",668772,,,,,,29.20572853088379,70.5234375,,,,,,,,,,,,,,,,,,,
1352,0 days 00:11:08.980000,FORMATION,1,"[2627, 2658]",668980,,,,,,,,,,,,,,,,,,,,,2.0,Line,,,,
1353,0 days 00:11:08.980000,MOVE,1,"[172163072, 174194688]",668980,,,,,,29.20572853088379,70.5234375,,,,,,,,,,,,,,,,,,,
1354,0 days 00:11:11.216000,MOVE,1,[154533888],671216,,,,,,95.82291412353516,72.82291412353516,,,,,,,,,,,,,,,,,,,
1357,0 days 00:11:12.438000,MOVE,1,[154402816],672438,,,,,,95.14583587646484,72.1875,,,,,,,,,,,,,,,,,,,
1359,0 days 00:11:14.063000,ORDER,1,[128843775],674063,,,,,,114.0,67.0,2565.0,,,,,,,,,,,,,,,,,,
1360,0 days 00:11:14.869000,BUILD,1,[1965],674869,,,,70.0,House,119.0,58.0,,,,,,,,,,,,,,,,,,,
1362,0 days 00:11:16.091000,MOVE,1,"[172163072, 174194688]",676091,,,,,,29.90625,68.07291412353516,,,,,,,,,,,,,,,,,,,
1363,0 days 00:11:16.299000,MOVE,1,"[172163072, 174194688]",676299,,,,,,29.9140625,67.60677337646484,,,,,,,,,,,,,,,,,,,
1364,0 days 00:11:16.702000,DE_QUEUE,1,[1935],676702,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
1365,0 days 00:11:17.105000,MOVE,1,"[172163072, 174194688]",677105,,,,,,31.25,68.83333587646484,,,,,,,,,,,,,,,,,,,
1366,0 days 00:11:17.313000,MOVE,1,"[172163072, 174194688]",677313,,,,,,31.1875,68.8125,,,,,,,,,,,,,,,,,,,
1367,0 days 00:11:17.508000,MOVE,1,"[172163072, 174194688]",677508,,,,,,31.20833396911621,68.4375,,,,,,,,,,,,,,,,,,,
1368,0 days 00:11:18.730000,MOVE,1,"[172163072, 174194688]",678730,,,,,,30.48958396911621,66.61458587646484,,,,,,,,,,,,,,,,,,,
1369,0 days 00:11:18.938000,MOVE,1,"[172163072, 174194688]",678938,,,,,,29.94270896911621,66.765625,,,,,,,,,,,,,,,,,,,
1370,0 days 00:11:19.133000,MOVE,1,"[172163072, 174194688]",679133,,,,,,29.8984375,66.74739837646484,,,,,,,,,,,,,,,,,,,
1372,0 days 00:11:20.355000,MOVE,1,"[172163072, 174194688]",680355,,,,,,25.26041603088379,69.09375,,,,,,,,,,,,,,,,,,,
1373,0 days 00:11:20.563000,MOVE,1,"[172163072, 174194688]",680563,,,,,,25.22916603088379,68.97916412353516,,,,,,,,,,,,,,,,,,,
1377,0 days 00:11:22.383000,MOVE,1,[175570944],682383,,,,,,98.02083587646484,82.3125,,,,,,,,,,,,,,,,,,,
1378,0 days 00:11:22.383000,STANCE,1,[2679],682383,,,,,,,,,,,,,,,,,1.0,Defensive,,,,,,,,
1379,0 days 00:11:22.994000,MOVE,1,[174784512],682994,,,,,,103.91666412353516,86.58333587646484,,,,,,,,,,,,,,,,,,,
1380,0 days 00:11:23.202000,STANCE,1,[2667],683202,,,,,,,,,,,,,,,,,1.0,Defensive,,,,,,,,
1381,0 days 00:11:25.022000,ORDER,1,"[164102143, 174653440, 174063616, 175177728]",685022,,,,,,97.30706787109375,73.2054214477539,2352.0,,,,,,,,,,,,,,,,,,
1382,0 days 00:11:25.633000,MOVE,1,[154533888],685633,,,,,,96.375,73.5,,,,,,,,,,,,,,,,,,,
1383,0 days 00:11:26.049000,DE_QUEUE,1,[1935],686049,1.0,83.0,Villager,,,,,,,,,,,,,,,,,,,,,,,
1384,0 days 00:11:26.244000,GATHER_POINT,1,[1935],686244,,,,,,91.5,83.5,2050.0,66.0,,,,,,,,,,,,,,,,,
1385,0 days 00:11:27.258000,FORMATION,1,"[2627, 2658]",687258,,,,,,,,,,,,,,,,,,,,,4.0,Box,,,,
1386,0 days 00:11:27.258000,MOVE,1,"[172163072, 174194688]",687258,,,,,,16.95833396911621,71.29166412353516,,,,,,,,,,,,,,,,,,,
1387,0 days 00:11:27.466000,FORMATION,1,"[2627, 2658]",687466,,,,,,,,,,,,,,,,,,,,,4.0,Box,,,,
1389,0 days 00:11:27.869000,MOVE,1,"[172163072, 174194688]",687869,,,,,,9.177083015441895,74.09375,,,,,,,,,,,,,,,,,,,
1393,0 days 00:11:30.924000,BUILD,1,[2558],690924,,,,584.0,Mining Camp,94.0,83.0,,,,,,,,,,,,,,,,,,,
1394,0 days 00:11:31.730000,FORMATION,1,"[2627, 2658]",691730,,,,,,,,,,,,,,,,,,,,,2.0,Line,,,,
1395,0 days 00:11:31.730000,MOVE,1,"[172163072, 174194688]",691730,,,,,,7.21875,65.80208587646484,,,,,,,,,,,,,,,,,,,
1396,0 days 00:11:31.938000,FORMATION,1,"[2627, 2658]",691938,,,,,,,,,,,,,,,,,,,,,2.0,Line,,,,
1397,0 days 00:11:31.938000,MOVE,1,"[172163072, 174194688]",691938,,,,,,7.104166507720947,65.6875,,,,,,,,,,,,,,,,,,,
1398,0 days 00:11:32.133000,FORMATION,1,"[2627, 2658]",692133,,,,,,,,,,,,,,,,,,,,,2.0,Line,,,,
1402,0 days 00:11:34.980000,MOVE,1,[129171456],694980,,,,,,6.28125,61.94791793823242,,,,,,,,,,,,,,,,,,,
1403,0 days 00:11:35.188000,MOVE,1,[129171456],695188,,,,,,7.447916507720947,59.78125,,,,,,,,,,,,,,,,,,,
1404,0 days 00:11:35.383000,MOVE,1,[129171456],695383,,,,,,7.677083492279053,59.05208206176758,,,,,,,,,,,,,,,,,,,
1409,0 days 00:11:37.619000,MOVE,1,[129171456],697619,,,,,,5.5625,64.97916412353516,,,,,,,,,,,,,,,,,,,
1410,0 days 00:11:37.827000,MOVE,1,[129171456],697827,,,,,,5.21875,63.96875,,,,,,,,,,,,,,,,,,,
1411,0 days 00:11:38.022000,MOVE,1,[129171456],698022,,,,,,5.239583492279053,63.94791793823242,,,,,,,,,,,,,,,,,,,
1412,0 days 00:11:39.647000,ORDER,1,"[175243263, 164036608, 174653440, 174063616, 154533888]",699647,,,,,,96.30706787109375,73.41668701171875,2358.0,,,,,,,,,,,,,,,,,,
1413,0 days 00:11:40.466000,MOVE,1,"[172163072, 174194688]",700466,,,,,,3.0208334922790527,68.35416412353516,,,,,,,,,,,,,,,,,,,
1414,0 days 00:11:40.674000,MOVE,1,"[172163072, 174194688]",700674,,,,,,2.7604167461395264,67.88541412353516,,,,,,,,,,,,,,,,,,,
1415,0 days 00:11:40.869000,MOVE,1,"[172163072, 174194688]",700869,,,,,,2.7395832538604736,67.86458587646484,,,,,,,,,,,,,,,,,,,
1416,0 days 00:11:41.688000,MOVE,1,"[172163072, 174194688]",701688,,,,,,16.76041603088379,77.30208587646484,,,,,,,,,,,,,,,,,,,
1419,0 days 00:11:42.494000,MOVE,1,"[172163072, 174194688]",702494,,,,,,45.73958206176758,59.94791793823242,,,,,,,,,,,,,,,,,,,
1420,0 days 00:11:43.508000,MOVE,1,"[172163072, 174194688]",703508,,,,,,30.72916603088379,25.77083396911621,,,,,,,,,,,,,,,,,,,
1421,0 days 00:11:43.716000,MOVE,1,"[172163072, 174194688]",703716,,,,,,31.33333396911621,24.875,,,,,,,,,,,,,,,,,,,
1425,0 days 00:11:46.147000,MOVE,1,[174784512],706147,,,,,,106.38541412353516,87.80208587646484,,,,,,,,,,,,,,,,,,,
1426,0 days 00:11:46.355000,MOVE,1,[174784512],706355,,,,,,107.05208587646484,88.30208587646484,,,,,,,,,,,,,,,,,,,
1427,0 days 00:11:46.563000,PATROL,1,[2667],706563,,,,,,107.32291412353516,88.48958587646484,,,,,,,,,,,,,,,,,,,
1428,0 days 00:11:46.758000,STANCE,1,[2667],706758,,,,,,,,,,,,,,,,,0.0,Aggressive,,,,,,,,
1432,0 days 00:11:49.397000,MOVE,1,[174784512],709397,,,,,,107.13541412353516,85.38541412353516,,,,,,,,,,,,,,,,,,,
1433,0 days 00:11:49.605000,MOVE,1,[174784512],709605,,,,,,107.21875,85.42708587646484,,,,,,,,,,,,,,,,,,,
1436,0 days 00:11:50.424000,MOVE,1,"[172163072, 174194688]",710424,,,,,,34.69791793823242,67.28125,,,,,,,,,,,,,,,,,,,
1437,0 days 00:11:50.827000,MOVE,1,"[172163072, 174194688]",710827,,,,,,42.28125,57.69791793823242,,,,,,,,,,,,,,,,,,,
1438,0 days 00:11:51.438000,MOVE,1,[128778240],711438,,,,,,117.5625,61.60416793823242,,,,,,,,,,,,,,,,,,,
1440,0 days 00:11:51.633000,MOVE,1,[128778240],711633,,,,,,111.76041412353516,66.51041412353516,,,,,,,,,,,,,,,,,,,
1443,0 days 00:11:53.063000,BUILD,1,[1965],713063,,,,70.0,House,117.0,58.0,,,,,,,,,,,,,,,,,,,
1444,0 days 00:11:54.272000,WALL,1,[1965],714272,,,,72.0,Palisade Wall,116.0,57.0,,,,,,,,,,,,112.0,57.0,,,,,,
1445,0 days 00:11:55.299000,WALL,1,[1965],715299,,,,72.0,Palisade Wall,112.0,57.0,,,,,,,,,,,,104.0,66.0,,,,,,
1446,0 days 00:11:55.897000,ORDER,1,"[175243263, 164036608, 174653440, 174063616, 154533888]",715897,,,,,,117.0,58.0,2691.0,,,,,,,,,,,,,,,,,,
1448,0 days 00:11:56.716000,MOVE,1,"[172163072, 174194688]",716716,,,,,,40.27083206176758,58.6875,,,,,,,,,,,,,,,,,,,
1451,0 days 00:11:57.119000,MOVE,1,"[172163072, 174194688]",717119,,,,,,46.54166793823242,50.54166793823242,,,,,,,,,,,,,,,,,,,
1452,0 days 00:11:57.327000,MOVE,1,"[172163072, 174194688]",717327,,,,,,46.6875,50.3125,,,,,,,,,,,,,,,,,,,
1454,0 days 00:11:59.355000,MOVE,1,[176685056],719355,,,,,,92.16666412353516,81.16666412353516,,,,,,,,,,,,,,,,,,,
1456,0 days 00:11:59.563000,ORDER,1,"[175243263, 164036608, 174653440, 174063616, 154533888]",719563,,,,,,91.5,82.5,2051.0,,,,,,,,,,,,,,,,,,
1457,0 days 00:11:59.966000,ORDER,1,"[175243263, 164036608, 174653440, 174063616, 154533888]",719966,,,,,,91.5,82.5,2051.0,,,,,,,,,,,,,,,,,,
1458,0 days 00:11:59.966000,ORDER,1,"[175243263, 164036608, 174653440, 174063616, 154533888]",719966,,,,,,91.5,82.5,2051.0,,,,,,,,,,,,,,,,,,
1459,0 days 00:12:00.369000,GATHER_POINT,1,[1935],720369,,,,,,91.5,84.5,2049.0,66.0,,,,,,,,,,,,,,,,,
1460,0 days 00:12:00.577000,GATHER_POINT,1,[1935],720577,,,,,,91.5,84.5,2049.0,66.0,,,,,,,,,,,,,,,,,
1462,0 days 00:12:01.799000,MOVE,1,"[172163072, 174194688]",721799,,,,,,45.28125,54.07291793823242,,,,,,,,,,,,,,,,,,,
1463,0 days 00:12:02.202000,MOVE,1,"[172163072, 174194688]",722202,,,,,,49.11458206176758,48.28125,,,,,,,,,,,,,,,,,,,
1464,0 days 00:12:02.397000,MOVE,1,"[172163072, 174194688]",722397,,,,,,45.9375,47.3125,,,,,,,,,,,,,,,,,,,
1466,0 days 00:12:04.022000,ORDER,1,"[175243263, 164036608, 174653440, 174063616, 154533888]",724022,,,,,,32.5,63.5,2631.0,,,,,,,,,,,,,,,,,,
1468,0 days 00:12:05.049000,MOVE,1,[172163072],725049,,,,,,38.54166793823242,35.79166793823242,,,,,,,,,,,,,,,,,,,
1469,0 days 00:12:05.452000,MOVE,1,[172163072],725452,,,,,,42.10416793823242,35.5625,,,,,,,,,,,,,,,,,,,
1471,0 days 00:12:05.647000,MOVE,1,"[170196992, 171376640]",725647,,,,,,42.09375,35.59375,,,,,,,,,,,,,,,,,,,
1472,0 days 00:12:06.063000,RESEARCH,1,[1935],726063,,,,,,,,,,,,,,,213.0,Wheelbarrow,,,,,,,,,,
1473,0 days 00:12:07.688000,ORDER,1,"[175243263, 164036608, 174653440, 174063616, 154533888]",727688,,,,,,96.30706787109375,73.41668701171875,2358.0,,,,,,,,,,,,,,,,,,
1474,0 days 00:12:08.091000,MOVE,1,[154402816],728091,,,,,,95.79166412353516,71.91666412353516,,,,,,,,,,,,,,,,,,,
1477,0 days 00:12:10.730000,MOVE,1,[174194688],730730,,,,,,39.5,80.5,,,,,,,,,,,,,,,,,,,
1479,0 days 00:12:11.549000,MOVE,1,[174194688],731549,,,,,,10.5,93.5,,,,,,,,,,,,,,,,,,,
1481,0 days 00:12:12.355000,MOVE,1,[154468352],732355,,,,,,33.59375,66.84375,,,,,,,,,,,,,,,,,,,
1482,0 days 00:12:12.563000,ORDER,1,"[175243263, 164036608, 174653440, 174063616, 154533888]",732563,,,,,,30.5,65.5,2633.0,,,,,,,,,,,,,,,,,,
1483,0 days 00:12:13.369000,MOVE,1,[172163072],733369,,,,,,44.13541793823242,34.17708206176758,,,,,,,,,,,,,,,,,,,
1485,0 days 00:12:13.772000,MOVE,1,[154599424],733772,,,,,,40.84375,37.55208206176758,,,,,,,,,,,,,,,,,,,
1486,0 days 00:12:15.605000,ORDER,1,[175964159],735605,,,,,,94.0,83.0,2687.0,,,,,,,,,,,,,,,,,,
1487,0 days 00:12:16.008000,ORDER,1,[175964159],736008,,,,,,91.5,82.5,2051.0,,,,,,,,,,,,,,,,,,
1491,0 days 00:12:19.063000,MOVE,1,[172163072],739063,,,,,,42.03125,44.53125,,,,,,,,,,,,,,,,,,,
1492,0 days 00:12:19.258000,MOVE,1,[172163072],739258,,,,,,41.82291793823242,42.61458206176758,,,,,,,,,,,,,,,,,,,
1493,0 days 00:12:19.869000,MOVE,1,[172163072],739869,,,,,,40.23958206176758,46.69791793823242,,,,,,,,,,,,,,,,,,,
1495,0 days 00:12:20.077000,MOVE,1,[172163072],740077,,,,,,40.75,43.60416793823242,,,,,,,,,,,,,,,,,,,
1496,0 days 00:12:20.688000,MOVE,1,[172163072],740688,,,,,,38.875,33.70833206176758,,,,,,,,,,,,,,,,,,,
1497,0 days 00:12:20.883000,MOVE,1,[172163072],740883,,,,,,38.67448043823242,33.47135543823242,,,,,,,,,,,,,,,,,,,
1499,0 days 00:12:23.119000,ORDER,1,"[175243263, 164036608, 174653440, 174063616, 154533888]",743119,,,,,,96.30706787109375,73.41668701171875,2358.0,,,,,,,,,,,,,,,,,,
1500,0 days 00:12:23.522000,MOVE,1,[172163072],743522,,,,,,37.625,30.35416603088379,,,,,,,,,,,,,,,,,,,
1502,0 days 00:12:23.938000,MOVE,1,"[170196992, 171376640]",743938,,,,,,31.05208396911621,19.30208396911621,,,,,,,,,,,,,,,,,,,
1503,0 days 00:12:24.133000,MOVE,1,"[170196992, 171376640]",744133,,,,,,32.89583206176758,22.9375,,,,,,,,,,,,,,,,,,,
1504,0 days 00:12:24.341000,MOVE,1,"[170196992, 171376640]",744341,,,,,,32.85416793823242,23.35416603088379,,,,,,,,,,,,,,,,,,,
1505,0 days 00:12:24.744000,MOVE,1,"[170196992, 171376640]",744744,,,,,,36.42708206176758,42.76041793823242,,,,,,,,,,,,,,,,,,,
1506,0 days 00:12:25.147000,MOVE,1,"[170196992, 171376640]",745147,,,,,,36.38541793823242,42.67708206176758,,,,,,,,,,,,,,,,,,,
1507,0 days 00:12:25.355000,MOVE,1,"[170196992, 171376640]",745355,,,,,,36.38541793823242,42.67708206176758,,,,,,,,,,,,,,,,,,,
1508,0 days 00:12:25.563000,MOVE,1,"[170196992, 171376640]",745563,,,,,,36.38541793823242,42.67708206176758,,,,,,,,,,,,,,,,,,,
1509,0 days 00:12:25.563000,STANCE,1,[2627],745563,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1510,0 days 00:12:25.758000,MOVE,1,"[170196992, 171376640]",745758,,,,,,36.38541793823242,42.67708206176758,,,,,,,,,,,,,,,,,,,
1511,0 days 00:12:25.758000,STANCE,1,[2627],745758,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1512,0 days 00:12:25.966000,MOVE,1,"[170196992, 171376640]",745966,,,,,,36.34375,42.67708206176758,,,,,,,,,,,,,,,,,,,
1513,0 days 00:12:26.174000,MOVE,1,"[170196992, 171376640]",746174,,,,,,36.32291793823242,42.69791793823242,,,,,,,,,,,,,,,,,,,
1514,0 days 00:12:26.174000,STANCE,1,[2627],746174,,,,,,,,,,,,,,,,,2.0,Stand Ground,,,,,,,,
1515,0 days 00:12:26.577000,MOVE,1,"[170196992, 171376640]",746577,,,,,,36.1875,42.77083206176758,,,,,,,,,,,,,,,,,,,
1516,0 days 00:12:27.188000,MOVE,1,"[170196992, 171376640]",747188,,,,,,32.0625,24.77083396911621,,,,,,,,,,,,,,,,,,,
1517,0 days 00:12:27.383000,MOVE,1,"[170196992, 171376640]",747383,,,,,,31.92708396911621,23.46875,,,,,,,,,,,,,,,,,,,
1518,0 days 00:12:27.591000,MOVE,1,"[170196992, 171376640]",747591,,,,,,31.92708396911621,23.46875,,,,,,,,,,,,,,,,,,,
1519,0 days 00:12:27.799000,MOVE,1,"[170196992, 171376640]",747799,,,,,,31.92708396911621,23.46875,,,,,,,,,,,,,,,,,,,
1521,0 days 00:12:29.216000,MOVE,1,"[170196992, 171376640]",749216,,,,,,24.54166603088379,21.5,,,,,,,,,,,,,,,,,,,
1523,0 days 00:12:31.049000,MOVE,1,[154402816],751049,,,,,,96.14583587646484,73.4375,,,,,,,,,,,,,,,,,,,
1526,0 days 00:12:32.258000,MOVE,1,[172163072],752258,,,,,,27.70833396911621,24.25,,,,,,,,,,,,,,,,,,,
1529,0 days 00:12:34.091000,MOVE,1,[175570944],754091,,,,,,93.48958587646484,85.90625,,,,,,,,,,,,,,,,,,,
1531,0 days 00:12:34.702000,ORDER,1,[177602559],754702,,,,,,91.5,84.5,2049.0,,,,,,,,,,,,,,,,,,
1532,0 days 00:12:35.313000,ORDER,1,[176750591],755313,,,,,,91.5,82.5,2051.0,,,,,,,,,,,,,,,,,,
1533,0 days 00:12:35.924000,MOVE,1,[172163072],755924,,,,,,27.73958396911621,20.73958396911621,,,,,,,,,,,,,,,,,,,
1534,0 days 00:12:36.119000,MOVE,1,[172163072],756119,,,,,,24.08333396911621,21.29166603088379,,,,,,,,,,,,,,,,,,,
1535,0 days 00:12:36.522000,MOVE,1,[172163072],756522,,,,,,24.25,22.33333396911621,,,,,,,,,,,,,,,,,,,
1540,0 days 00:12:38.355000,MOVE,1,[174194688],758355,,,,,,0.5,94.0,,,,,,,,,,,,,,,,,,,
1541,0 days 00:12:39.174000,MOVE,1,[174194688],759174,,,,,,31.01822853088379,73.9609375,,,,,,,,,,,,,,,,,,,
1543,0 days 00:12:39.772000,MOVE,1,"[170196992, 171376640]",759772,,,,,,41.83333206176758,61.83333206176758,,,,,,,,,,,,,,,,,,,
1545,0 days 00:12:40.188000,MOVE,1,[172163072],760188,,,,,,22.9375,22.72916603088379,,,,,,,,,,,,,,,,,,,
1546,0 days 00:12:40.799000,MOVE,1,[172163072],760799,,,,,,11.979166984558105,24.85416603088379,,,,,,,,,,,,,,,,,,,
1547,0 days 00:12:40.994000,MOVE,1,[172163072],760994,,,,,,11.885416984558105,24.92708396911621,,,,,,,,,,,,,,,,,,,
1549,0 days 00:12:42.424000,MOVE,1,[172163072],762424,,,,,,17.9375,24.1875,,,,,,,,,,,,,,,,,,,
1550,0 days 00:12:43.022000,MOVE,1,[172163072],763022,,,,,,13.6875,31.22916603088379,,,,,,,,,,,,,,,,,,,
1551,0 days 00:12:43.230000,MOVE,1,[172163072],763230,,,,,,13.895833015441895,31.14583396911621,,,,,,,,,,,,,,,,,,,
1552,0 days 00:12:43.438000,MOVE,1,[172163072],763438,,,,,,13.875,31.125,,,,,,,,,,,,,,,,,,,
1553,0 days 00:12:45.674000,MOVE,1,[172163072],765674,,,,,,20.97916603088379,29.3125,,,,,,,,,,,,,,,,,,,
1554,0 days 00:12:45.869000,MOVE,1,[172163072],765869,,,,,,21.10416603088379,29.22916603088379,,,,,,,,,,,,,,,,,,,
1555,0 days 00:12:46.077000,MOVE,1,[172163072],766077,,,,,,21.16666603088379,29.25,,,,,,,,,,,,,,,,,,,
1556,0 days 00:12:46.272000,MOVE,1,[172163072],766272,,,,,,21.16666603088379,29.25,,,,,,,,,,,,,,,,,,,
1559,0 days 00:12:47.299000,MOVE,1,[172163072],767299,,,,,,20.96875,31.67708396911621,,,,,,,,,,,,,,,,,,,
1560,0 days 00:12:47.494000,MOVE,1,[172163072],767494,,,,,,21.20833396911621,31.625,,,,,,,,,,,,,,,,,,,
1561,0 days 00:12:47.702000,MOVE,1,[172163072],767702,,,,,,21.34375,31.55208396911621,,,,,,,,,,,,,,,,,,,
1562,0 days 00:12:47.897000,MOVE,1,[172163072],767897,,,,,,21.34375,31.55208396911621,,,,,,,,,,,,,,,,,,,
1566,0 days 00:12:51.147000,MOVE,1,[172163072],771147,,,,,,4.708333492279053,31.29166603088379,,,,,,,,,,,,,,,,,,,
1567,0 days 00:12:51.355000,MOVE,1,[172163072],771355,,,,,,4.677083492279053,31.30208396911621,,,,,,,,,,,,,,,,,,,
1568,0 days 00:12:51.563000,MOVE,1,[172163072],771563,,,,,,4.677083492279053,31.30208396911621,,,,,,,,,,,,,,,,,,,
1569,0 days 00:12:52.174000,ORDER,1,[176750591],772174,,,,,,16.5,32.5,2622.0,,,,,,,,,,,,,,,,,,
1572,0 days 00:12:52.369000,MOVE,1,[170196992],772369,,,,,,17.11458396911621,31.40625,,,,,,,,,,,,,,,,,,,
1574,0 days 00:12:52.577000,MOVE,1,[172163072],772577,,,,,,16.53125,31.57291603088379,,,,,,,,,,,,,,,,,,,
1575,0 days 00:12:52.772000,MOVE,1,[172163072],772772,,,,,,16.53125,31.57291603088379,,,,,,,,,,,,,,,,,,,
1577,0 days 00:12:52.980000,MOVE,1,[172163072],772980,,,,,,16.5,31.58333396911621,,,,,,,,,,,,,,,,,,,
1578,0 days 00:12:53.383000,MOVE,1,[172163072],773383,,,,,,16.33333396911621,31.70833396911621,,,,,,,,,,,,,,,,,,,
1579,0 days 00:12:54.202000,MOVE,1,[172163072],774202,,,,,,10.0,30.125,,,,,,,,,,,,,,,,,,,
1580,0 days 00:12:54.397000,MOVE,1,[172163072],774397,,,,,,9.666666984558105,30.4375,,,,,,,,,,,,,,,,,,,
1581,0 days 00:12:54.605000,MOVE,1,[172163072],774605,,,,,,8.677083015441895,31.09375,,,,,,,,,,,,,,,,,,,
1582,0 days 00:12:54.813000,MOVE,1,[172163072],774813,,,,,,8.21875,31.26041603088379,,,,,,,,,,,,,,,,,,,
1584,0 days 00:12:55.008000,MOVE,1,[172163072],775008,,,,,,8.1875,31.22916603088379,,,,,,,,,,,,,,,,,,,
1593,0 days 00:12:56.633000,MOVE,1,[174194688],776633,,,,,,63.5,60.5,,,,,,,,,,,,,,,,,,,
1596,0 days 00:12:56.841000,MOVE,1,[174194688],776841,,,,,,37.5,55.5,,,,,,,,,,,,,,,,,,,
1599,0 days 00:12:57.855000,MOVE,1,[172163072],777855,,,,,,3.1979165077209473,30.69791603088379,,,,,,,,,,,,,,,,,,,
